Full Tweet,user_location,place,State
"Can you read Oscar Wilde's handwriting? This manuscript is from ""The Picture of Dorian Gray."" Check it out: https://t.co/2g2TDbuXm2 https://t.co/DZifxQCYFV","New York, NY",,NY
The true love story behind the making of #CarolMovie https://t.co/uk9NTg6RMZ,"New York, New York",,NY
Award-winning composer Carter Burwell on scoring #CarolMovie and working with the Coen brothers https://t.co/zOEpDPwdhL,"New York, New York",,NY
The true love story that inspired #CarolMovie https://t.co/c1lpzGHSKA https://t.co/6iFFkAgo3S,"New York, New York",,NY
"Cate Blanchett on celebrity, gender, and starring in the yearâ€™s best film #CarolMovie https://t.co/TzpEFMD8OE https://t.co/beSYVDrC6m","New York, New York",,NY
"#Filmmaker Ang Lee #BOTDSense and Sensibility (1995)The Ice Storm (1997)Brokeback Mountain (2005)Stories filled with complex relationships; secrets, longing, and simmering â€“ or exploding â€“ passions. https://t.co/R76evU5QDd",New York City â€“ Bologna,,NY
"#Filmmaker David Lean #BOTDIn color:Lawrence of Arabia (1962)#Cinematography: F.A. YoungA Passage to India (1984)Cinematography: Ernest DaySummertime#/Summer Madness (1955)Cinematography: Jack HildyardThe Bridge on the River Kwai (1957)  Cinematography: Jack Hildyard https://t.co/l69hBSl8IP",New York City â€“ Bologna,,NY
"'Lawrence of Arabia' is a well-known historical figure, but without the work of a few forgotten soldiers and spies the revolt would have failed https://t.co/VHUx3PdKeI #twitterstorians",New York City & Oxford,,NY
"oliver, call me by your name (2017): https://t.co/xyJyEySmdB",New York City ,,NY
"""I'm not wise at all. I told you, I know nothing. I know books, and I know how to string words together â€”â€” it doesn't mean I know how to speak about the things that matter most to me."" -elio perlman, call me by your name https://t.co/qzCACbTAh9",New York City ,,NY
i'll never forget hearing how mad my grandpa was after he came home from seeing brokeback mountain with my grandma LMFAO,New York City,,NY
"From the director of ""Call Me By Your Name,"" a new project: A house https://t.co/BCmLHfyS6P https://t.co/bqVw514q81",New York City,,NY
Still get chills from this Call Me By Your Name scene https://t.co/nqBIftCB6I,New York City,,NY
"These are the 10 best movies I saw in theaters in 2017: Chinatown, Lawrence of Arabia, Casablanca, Black Sunday (1977), The Towering Inferno, The Poseidon Adventure, Itâ€™s a Wonderful Life, Jaws, Close Encounters of the 3rd Kind, All the Presidentâ€™s Men. https://t.co/I0ZA8gn4Qh",New York City,"Manhattan, NY",NY
"The final class, she showed a clip that featured a close-up of Byrne in Millerâ€™s Crossing.  As it ended, she paused it and then took a moment to take in his face on the big screen next to her podium. You could hear a pin drop as we all held our breath.",New York City,,NY
"Jon Polito (1950-2016) actor. MILLER'S CROSSING, BARTON FINK, THE BIG LEBOWSKI, Seinfeld, Homicide, Modern Family https://t.co/KKgYpjPhcI",New York City,,NY
Early morning Miller's Crossing omen ... https://t.co/S2WEB3rSX9,New York City,,NY
"Brilliant homage to 1930s gangster movies by the Coen Bros, 'Miller's Crossing' (1990). https://t.co/PJopMmh6Vc",New York City,,NY
"Sam Raimi appearing in a cameo in 'Miller's Crossing' (1990) for his friend, director Joel Coen. https://t.co/XNuplxngl5",New York City,,NY
Behind the scenes on 'Miller's Crossing' (1990) w/ the Coen Bros &amp; a cameo by their friend Sam Raimi. http://t.co/ij0fqyYhDv,New York City,"Manhattan, NY",NY
"Sam Raimi in character with Joel Coen on the set of ""Miller's Crossing"" (1990), one of my favorites by the Coen Bros. http://t.co/7yT9ta8Fb1",New York City,"Richmond, VA",NY
"One of my all-time favorite Gangster movies, ""Miller's Crossing"" (1990) written &amp; directed by the Coen Brothers. http://t.co/KVIHJJalBD",New York City,,NY
"""Danny Boy"" sequence in ""Miller's Crossing."" #thatisall",New York City,,NY
"@taianesales two favorite movies: Performance and Miller's Crossing.Tied for first place.#bankspaulbanks",New York City,,NY
The Hunger Games: MockingJay and Silent Bob #StonerSciFi @midnight,New York City,,NY
"Having suffered through the nihilism of ""House Of Cards"" &amp; the dystopia of ""Hunger Games Mockingjay,"" I need to watch ""Finding Nemo.""",New York City,,NY
Could not be a more accurate civilian reaction to telling women youâ€™re a stripper. (From The Love Witch by @missannabiller GO SEE IT) https://t.co/6vXrWb6wtk,New York City,,NY
"When I worked at @dallasobserver_ in the 90s, pre-Internet (mostly), drunks used to call during happy hours to settle movie bets. I kept reference books handy. The clues were often unhelpful, though I did figure out that ""The one with the fuckin' hat"" was Miller's Crossing.",New York and Cincinnati,,OH
YOJIMBO and MILLER'S CROSSING. https://t.co/q3an8egba4,New York and Cincinnati,,OH
"Jon Polito was such a joyous actor, 65 is too young to lose him. MILLER'S CROSSING forever: ""I'm talkin about ettics.""",New York and Cincinnati,,OH
"""If I'd have known we were gonna cast our feelings into words, I'd have memorized the Song of Solomon."" -- Tom Regan, MILLER'S CROSSING",New York and Cincinnati,,OH
The Anatomy of Hell: Richard J. Evans on  six new books about Nazi concentration camps http://t.co/qockjnKc8A,New York,NY,NY
Should be reading for homework. Anatomy of hell is fun.,New York,,NY
"[And while weâ€™re on the subject: to see one of the truly great performances ever filmed - among the greatest - donâ€™t miss this rare gem:] Being Julia (2004) - IMDb https://t.co/yWxqde2gU6",New York,,NY
I feel I'm constantly disappointing my sons by not being Julia Louis-Dreyfus,New York,,NY
"Good news! Even though Call Me By Your Name was last year, it turns out staring ahead crying to ""Is It A Video"" is eternal!",New York,,NY
"_Ÿ_¨ - 2 days to the 2018 IFP #GothamAwards nominations!Here is CALL ME BY YOUR NAME, winner of 2 awards in 2017: Best Feature and Breakthrough Actor (@RealChalamet) _Ÿç‘ https://t.co/nB4KqIcKBS",New York,,NY
I'm glad to visit this house.Walked so much but worth it. #carolmovie #toddhaynes #CateBlanchett #marikoiwasa #æ˜ ç”»ãƒ_ã‚±åœ° https://t.co/ETLvXucIzB,New York,"Cincinnati, OH",OH
Actress Rooney Mara in Spring 2016 in LA this weekend #CarolMovie https://t.co/XsKOvYhqOE,New York,"Manhattan, NY",NY
Actress Rooney Mara wears a look from Spring 2016 in the new issue of @ELLEmagazine #CarolMovie https://t.co/YLAkPpQzeW,New York,,NY
"And of course, enjoy his wonderfully heartrending soundtrack for MERRY CHRISTMAS MR. LAWRENCE (1983): https://t.co/J1HEaIOubQ",New York,,NY
This week on @criterionchannl: Nagisa Oshimaâ€™s captivating World War II drama MERRY CHRISTMAS MR. LAWRENCE; a spotlight on one of the great partnerships in Japanese cinema of the 80s; 2 playful experiments in cinematic style; and more! https://t.co/F5PkPvkw9I https://t.co/o0XcUR0QYm,New York,,NY
"""MERRY CHRISTMAS MR. LAWRENCE seems to improve with age and repeated viewings...Tom Conti, David Bowie, and Takeshi Kitano all give first-rate performances, and Ryuichi Sakamotoâ€™s score is heartbreaking. The last five minutes never fail to destroy me."" https://t.co/ZUIKdA60ny",New York,,NY
Sometimes I think Iâ€™m a good writer and then I remember things like â€œMillerâ€™s Crossingâ€ù and â€œdead in the middle of Little Italy little did we know that we riddled some middlemen who didn't do diddlyâ€ù exist.,New York,,NY
"I just realized my comedy persona is ""John Turturro in Miller's Crossing begging not to be murdered.""",New York,,NY
This is like Jon Polito's respect speech at the beginning of Miller's Crossing.,New York,"Manhattan, NY",NY
13 Fascinating Facts About â€˜Millerâ€™s Crossingâ€™ â€” http://t.co/hybf0FyNdH http://t.co/ycW5iCJChF,New York,,NY
"""Millerâ€™s Crossing is an aesthetic pleasure of the highest order on nearly every level."" http://t.co/3AA3w21f3t",New York,,NY
"1) Make everyone watch Miller's Crossing on Netflix Instant. 2) We all start answering the phone ""What's the rumpus?"" 3) A happier world.",New York,,NY
@De_Kosnik @Maro_Virino @tressiemcphd The movie Mona Lisa Smile hits on that in such a big way. There was this idea that a smart woman was a novelty but ultimately a waste because intelligence was superfluous to her intended role. Thereâ€™s a reason â€˜patronizingâ€™ and â€˜patriarchyâ€™ share the same root word.,New York,,NY
"@jolocktov @KendallCRE @style_minds @pmezerette @FilmStruck @rianjohnson @Lilfilm @ava @RichardSHarmon @colebrax @eefjeclaassen @DeEpps1 @CMovieTreasures @skipbolden @modestymon @Lex_Pulsion @TheCinegogue @Cinesmovieblog @ReemK10 @princessekateri @HelmutBergerFan @robins_rebecca @ArtsandClouds @IDollyLenz @LaVenessiana @luisella_romeo @TheMaleHarem Great feed! Enchanted AprilMona Lisa SmileHannibal Queen, A Bollywood movie. The one set in beautiful Paris (there are 2 with that title).#FilmStruck4",New York,,NY
"Kick back and relax with new free movies on the Wibi channel! Vanilla Sky, Mona Lisa Smile, Pearl Harbor &amp; more are ready to stream! #TGIF",New York,,NY
"Julia Roberts: 'My kids don't watch my movies.'  Are kids not watching ""Mona Lisa Smile"" anymore?",New York,,NY
"Julia Roberts: 'My kids don't watch my movies.'  Are kids not watching ""Mona Lisa Smile"" anymore?",New York,,NY
"Julia Roberts: 'My kids don't watch my movies.'  Are kids not watching ""Mona Lisa Smile"" anymore?",New York,,NY
"Study Guide: The Hunger Games - Book Three, Mockingjay (A... https://t.co/4qdSyHam7b #Reference",New York,,NY
The Love Witch shows on 35mm in @AnthologyFilm Feminism(s) series tonight _Ÿ”® @missannabiller's interview with Screen Slate's @bestigler on visual pleasure &amp; female subjectivity: https://t.co/JwDDQhASYl https://t.co/R3Zz8uor9Q,New York,,NY
"â€œThe books that the world calls immoral are books that show the world its own shame.â€ùâ€• Oscar Wilde, THE PICTURE OF DORIAN GRAY https://t.co/HHCAUd1DaM https://t.co/D8vWMoB7Ln",New York,,NY
"""Sin is the only real colour-element left in modern life.""- from THE PICTURE OF DORIAN GRAY by Oscar Wilde https://t.co/4vrQWsC77L",New York,,NY
Kellyanne Conway out there staining her soul. Aging like she's the god damn picture of Dorian Gray.,New York,,NY
not to be a dramatic homosexual but the picture of dorian gray reminds me of my life,"New Paltz, NY",,NY
"Okay, New Orleans, I have a task for you. There's one Miller's Crossing exterior location I couldn't find: this one. http://t.co/kDnKu3Iarp","New Orleans, LA",,LA
Tonight Iâ€™m watching @missannabillerâ€™s THE LOVE WITCH https://t.co/PpMYAAaoB0,"New Orleans, LA","New Orleans, LA",LA
"Hey Cinephiles, check out these location shots from MILLER'S CROSSING 20 years later: http://t.co/3ykUFyWCcn h/t: @BeingNOLA",New Orleans,"New Orleans, LA",LA
Movie reviews: Mona Lisa Smile http://t.co/tDw7JZ7a #helium #movies #JuliaRobertson #Wellsley,New Orleans,,LA
the moment they add Online to Red Dead 2 me and my goons are making Brokeback Mountain 2,"New Jersey, USA",,NJ
The Hunger Games Mockingjay Part 2 #Giveaway (5/16 US/CA) - https://t.co/t7UrcCNKHn https://t.co/3uVuFOI6bq,"New Jersey, USA",,NJ
"What's your favorite black and white movie?I love the Picture of Dorian Gray, 1945. Angela Lansbury at 20 years old was stunning! What a voice. It's also one of the first uses of Technicolor for the shots of the painting, which still hangs in the Art Institute of Chicago! https://t.co/qq3pTkd35s","Nevada, USA",,NV
"Just watched The Picture of Dorian Gray, 1945, with Donna Reed / Angela Lansbury. I love old movies! Anyone else have a favorite old movie? https://t.co/nCVHbssIc5","Nevada, USA",,NV
"I like some of their movies, but really they coulda stopped at Miller's Crossing &amp; Hudsucker Proxy and we'd have gotten the point.",near Detroit,,IL
"Dead Man Walking by Sean Nelson &amp; The Coastal Elite. (Merry Christmas, Mr. Lawrence) https://t.co/VTtYyX6GYQ","Nashville, TN",,TN
"My favorite movies:1. Dead Poet's Society2. Miller's Crossing3. Back to the Future4. Good Will Hunting5. Princess Bride #Oscars","Nashville, TN",,TN
"""Yes, Mona Lisa Smile is the perfect movie to watch right now."" -Me, right now","Nashville, TN",,TN
"my favorite part in any of the Hunger Games books is Catching Fire, at the ball, when Katniss is dancing with Plutarch and he keeps flashing his MOCKINGJAY-ENGRAVED POCKETWATCH at her like ""loOK at the TIME Katniss it's a CLOCK LoOOK""and she's just likeUGHGAMEMAKERS","Muncie, IN",,IN
"With his indelible mark on film sparked by a dramatic star entrance in ""Lawrence of Arabia,"" todayâ€™s #GoogleDoodle celebrates the birthday of Egyptian actor Omar Sharif â†’ https://t.co/MYWpnCmxMY https://t.co/IhRKhdnoTk","Mountain View, CA",,CA
@bassboiken @desdaguiar New meaning to Brokeback Mountain,"Moorpark, CA",,CA
So... I've been waiting for the Hunger Games Mockingjay part 2 to come out for awhile now. Just found out it came out in 2015...,"Missouri City, TX","Missouri City, TX",TX
B for Being Julia #ShaunLetterB day #SundayShaunSpam @ShaunEvansWeb https://t.co/Z7Aj4UN9eO,"Minnesota, USA",,MN
"Oscar Wilde's The Picture of Dorian Gray, illustrated, 1925 #booklovers https://t.co/echR8Fcuvp",Minnesota - Colorado,,CO
This is incredible news! I love Witch Hat Atelier to death. The art is MASTERFUL. Also a woman creator! I'm so excited for folks to buy this and read it. https://t.co/OlSDR4Px2q,"Minneapolis, MN",,MN
The Hunger Games: Mockingjay - Part 2 &amp; More Goodies Now Available https://t.co/J2r14FsIgZ,Minneapolis,,MN
Watching â€œMillerâ€™s Crossingâ€ù tonight.,"Michigan, USA",,MI
"@UKWildcatgal 3 movies with no explanation.- Miller's Crossing- Don't Look Now- The King of Kong: A Fistful of QuartersTag 5 more@jshelat1 @ohthatmimi @verde_chris @JonOnAString @kimmikillzombie","Michigan, USA",,MI
"We talked about tropes in YA we love, but can I tell you one I hate? The â€œboys whispering about you in the dark while you pretend to sleepâ€ù trope. Both Twilight &amp; Hunger Games (Mockingjay) had this to further the romantic triangle &amp; reveal the LI POV &amp; it ALWAYS feel contrived","Michigan, USA",,MI
"Hey so uhhh, I really like brokeback mountain and Jake Gyllenhaal https://t.co/CDXQpj9CHU","Michigan, they/them, â“‹, â˜_",,MI
How come in The Hunger Games movies Buttercup is a black and white tom cat but a whole different breed in Mockingjay? Where's the continuity https://t.co/zWT5EpDvFc,michigan,,MI
If there's a better movie this year than @CarolMovie I haven't seen it. Exquisitely crafted and #CateBlanchett is perfection. #CarolMovie,"Miami, Fl",,FL
I âù_the movie Mona Lisa Smile - Katherine Ann Watson was an #extraordinary woman who live by her own definition - truth beyond traditional !!,MEMPHIS TN,,TN
"maybe it's just me but i keep hearing the melody line from ""Merry Christmas, Mr Lawrence""embedded in ""thank u, next""",MDW,,IL
The end is here! Come see The Hunger Games: Mockingjay Part 2 tonight in ICE Auditorium at 9!,"McMinnville, OR",,OR
*sits up in bed* the picture of dorian gray was a horcrux,"Massachusetts, USA",,MA
"i'll never forget during my freshman fall semester, halfway thru the chem 1 final someone walked past the room and whistled the mockingjay tune from hunger games lmao","Maryland, USA",,MD
"Dimples and sunglasses, Rooney Mara arrives @ #SpiritAwards #CarolMovie https://t.co/RBFJEiaAgV","Manhattan, NY",,NY
Okay. Top 5. Fargo. Barton Fink. Miller's Crossing. Hudsucker. Inside Llewyn Davis (which I haven't seen so wishful thinking).,"Manhattan, NY",,NY
"Happy #FemaleFilmmakerFriday! Here are four of my all-time favorite movies of all-time.Near Dark by Kathryn BigelowThe Love Witch by @missannabiller The Babadook by Jennifer KentPet Semetary by Mary Lambert https://t.co/dFQobxqdPG","Manhattan, NY","Manhattan, NY",NY
@kberggren - this is the movie I saw at the New York Film Festival that I told you about. Her performance is up there with Being Julia https://t.co/BGq3YvIhod,"Manhattan, New York City","Manhattan, NY",NY
Being Julia. https://t.co/wQKvyLbXKk,"Maine, USA",,ME
"Happy Birthday to the incredible actor Josh Hutcherson (24) in ""The Hunger Games: Mockingjay - Peeta Mellark"" _Ÿ_‚_Ÿç¨_Ÿ_ˆ https://t.co/MGoWzLMxJU",Maine,,ME
"I see this. I also felt Hunger Games vibes - being on alert in a forest and being attacked by modified beasts (Catching Fire/arena) and walking through tunnels and being ambushed, losing one of their own in the fray (Mockingjay/Finnick.) https://t.co/X9QR9Eg98l","Madison, WI",,WI
"@noahyoo @emilyyoshida Letâ€™s also acknowledge that Utada Hikaru sampled this and made a grade A bop way back in 2009. A mashup could be dope. https://t.co/i4ffeA0nVP","Lubbock, TX",,TX
Take your picture with the Mockingjay outside The Hunger Games:The Exhibition. Hundreds of other photo ops inside.  https://t.co/jROki6ZOvN https://t.co/bhqJnAjBRL,"Louisville, Kentucky",,KY
"CoralineA Soldier's StoryMiller's CrossingWilly Wonka &amp; the Chocolate FactoryThe Fabulous Baker Boys https://t.co/YOGgUj6yQN",Lost Angles,,CA
Miller's Crossing/Live by Night...Irish gangsters played by English gentlemenâ˜˜â˜˜â˜˜,"Los Angeles, California",,CA
"Imagine being stuck in the past with the Hunger Games book but no Mockingjay &amp; Catching Fire.@NBCTimeless Rewatch #Timeless","Los Angeles, California",,CA
"Yes! Then Casablanca, Citizen Kane, The Godfather and Lawrence Of Arabia! I canâ€™t wait. **Elias blows his own head off** https://t.co/VMZeFKUZ4T","Los Angeles, CA (gargling glass shards)",,CA
.@matt35mm It's not an all-female space - more of a discourse - but I would recommend ANATOMY OF HELL for an interesting female viewpoint,"Los Angeles, CA",,CA
"Pacific Rim was truly awful â€“ on a positive note, Catherine Breillat's Anatomy of Hell is still brilliant.","Los Angeles, CA",,CA
"Today is my Best Friendâ€™s Wedding but instead of being Julia Roberts, I plan on channeling Rachel Griffiths.","Los Angeles, CA",,CA
THE GRIFTERS. AMERICAN BEAUTY. BEING JULIA. THE KIDS ARE ALL RIGHT. 0 for 4. The 5th nom might be the charm. https://t.co/PA2TTrRa68,"Los Angeles, CA",,CA
"""I used to recite a quote from Being Julia to calm down before figure skating competitions"" - how I won season 14 of So You Think You're Gay","Los Angeles, CA",,CA
"When I need to tap into a personal sense of power, I watch Being Julia and put on a brooch.","Los Angeles, CA",,CA
Dubstep (Brokeback) Mountain â›° https://t.co/Qy1EWxekiP,"Los Angeles, CA",,CA
"Thatâ€™s a WRAP for Episode 2 of #YouKnowThatScene for @FocusFeatures! Great job hosting @MATTHEWHOFFMAN1!! We canâ€™t wait for you to see us talk about the excellent #BoyErased, Brokeback Mountain, The Danish Girl &amp; Pariah on Facebook Watch in a few weeks! https://t.co/UTfMJuEuWh","Los Angeles, CA",,CA
Just found a bottle of vegetable oil in my apartment that expired in 2006 and now weâ€™re sitting here bemoaning the fact that Crash beat Brokeback Mountain at the Oscars,"Los Angeles, CA",,CA
I can't believe there's a peach scented Call Me By Your Name vinyl but there's no sweaty cowboy scented Brokeback Mountain soundtrack????,"Los Angeles, CA",,CA
"For #TheReel, I talked with Luca Guadagnino about SUSPIRIA, its relationship to CALL ME BY YOUR NAME, his relationship to remakes &amp; Argento's original film + his passionate response to criticisms as to whether he should have made this film at all. https://t.co/JvmjwWdbrk https://t.co/7Re5O6vEaS","Los Angeles, CA",,CA
Happy Halloween! Iâ€™ve seen Suspiria (2018) twice now and I canâ€™t get it out of my head. It is everything. That Luca Guadagnino made this directly after Call Me By Your Name is insane. What a one-two-punch. https://t.co/4xQ6qmEYtY,"Los Angeles, CA",,CA
"Also...I'm just going to say this. White gays really overestimate the degree to which CALL ME BY YOUR NAME is an important or memorable pop culture access point for anyone who's not both white AND gay. But, go off sis...","Los Angeles, CA",,CA
Luca Guadagnino shot both Call Me By Your Name and Suspiria in the same year. Both films are incredible. THE AUDACITY.,"Los Angeles, CA",,CA
"@msbelivetcate They're Devine. But you forgot the ""would you"" regarding sharing the apartment on Madison avenue. #CarolMovie","Los Angeles, CA",,CA
"""I've just been trying to... well, I have a friend who told me I should be more interested in humans."" I need to take more picture of humans.  #CarolMovie #quoteoftheday https://t.co/8wEkQ6PJQO","Los Angeles, CA",,CA
Just a little something I put together... _Ÿ˜_ #CateBlanchett #KristenStewart #CannesFilmFestival #Cannes2018 #filmfestival #CarolMovie https://t.co/t4QluweRx8,"Los Angeles, CA",,CA
Probably my new favorite romance movie - bless queer love forever #CarolMovie,"Los Angeles, CA",,CA
sobbing &amp; thinking how we were set up for a gay period piece tragedy but itâ€™s going to be fine - theyâ€™ll have a beautiful life #CarolMovie,"Los Angeles, CA",,CA
In the last minute of the film when itâ€™s hushed and slow mo and we see Thereseâ€™s face and Carol see her and smile - I lost it #CarolMovie,"Los Angeles, CA",,CA
Congratulations on your win Ed Lachman! #CarolMovie #SpiritAwards #BestCinematography https://t.co/204sUCeecH,"Los Angeles, CA",,CA
#AwardSeason is in full swing! Catching up with @aacta winner #RooneyMara #CarolMovie #AACTAs #ExtraTV _Ÿ_¥ https://t.co/8v4mChn6Vg,"Los Angeles, CA",,CA
See the #CarolMovie commercial deemed too racy for TV: https://t.co/qTguFqE3p1 https://t.co/1RSx0e3Mhh,"Los Angeles, CA",,CA
Rooney Mara's Date With Cate Blanchett Is Interrupted in #CarolMovie Scene (Exclusive Video) https://t.co/aiXzURZxhA https://t.co/xvn8tDWwa2,"Los Angeles, CA",,CA
"â€œMy philosophy of life is that Iâ€™m living every moment intensely, as if it were the last moment,I donâ€™t think of what I did before or what Iâ€™m going to do. I think of what Iâ€™m doing right now.â€ù#omarsharif 1932-2015  #BOTD -Peter Oâ€™Toole #LawrenceofArabia https://t.co/FS9jWXu73f","Los Angeles, CA",,CA
"#DavidLean winning an Oscar for ""Lawrence of Arabia"" 1963 @holdengraber @TheCinegogue @WrongReel @colebrax @BradleyjKornish @coenesqued @CineArte_BsAs  @dean_frey @Decervelage https://t.co/jmJZrynC3a","Los Angeles, CA",,CA
"#DavidLean Lawrence Of Arabia Soundtrack Suite (1962). Composed and Conducted by #MauriceJarre, performed by the London Philharmonic Orchestra  Poster  #PeterOtoole #OmarSharif https://t.co/TLiN3IH958 https://t.co/SWRfqkzjBJ","Los Angeles, CA",,CA
"""I think people remember pictures not dialogue. Thatâ€™s why I like pictures."" #DavidLean #BOTD Doctor Zhivago , Lawrence of Arabia,The Bridge on the River Kwai sets https://t.co/HbJ3JF433k","Los Angeles, CA",,CA
BTD - Director David Lean - LAWRENCE OF ARABIA - 1962 - Spanish release poster https://t.co/vNMSsfYfKe,"Los Angeles, CA",,CA
"Itâ€™s the conclusion of our THREE part breakdown of #LawrenceOfArabia on #TheCinefiles with the brilliant @RachelJCushing ! @srmorris and I had a blast exploring this classic film over the last three weeks with The Crusher. Thank you, Rachel!!https://t.co/KvBT0bcRTW","Los Angeles, CA",,CA
"unsurprisingly, I did some quick Lawrence of Arabia studies when I was first trying to feel out this shot: https://t.co/JUisZLGRsR","Los Angeles, CA",,CA
"RIP Terence Marsh, assistant art director on LAWRENCE OF ARABIA, art director on DOCTOR ZHIVAGO, production designer of A BRIDGE TOO FAR,  THE WORLD'S GREATEST LOVER, SPACEBALLS, THE HUNT FOR RED OCTOBER, BASIC INSTINCT, THE SHAWSHANK REDEMPTION and many others. https://t.co/PVphk1xQ7S","Los Angeles, CA",,CA
David Lean's LAWRENCE OF ARABIA - Premiered in London this day in 1962 - Italian release poster - Art by Angelo Cesselon https://t.co/F0vHFyYrA5,"Los Angeles, CA",,CA
American Cinematheque to debut exclusive new 70 mm print of 'Lawrence of Arabia' https://t.co/SFa8nHz5Jk,"Los Angeles, CA",,CA
"Another way to keep cool: there's a new doc on the musician-composer Ryuichi Sakamoto - whose credits include Oshima's ""Merry Christmas Mr. Lawrence"" - @benkenigsberg  calls ""Ryuichi Sakamoto: Coda"" â€œan uncommonly engaging artist portraitâ€ùhttps://t.co/AVuees9Lz0 https://t.co/nDJf1fB3lj","Los Angeles, CA",,CA
"David Bowie with dir. Nagisa Oshima on the set of Merry Christmas, Mr. Lawrence (1983) https://t.co/oGUJG777DX","Los Angeles, CA",,CA
Stop by Laurent Durieux booth to get a signed copy of Merry Christmas Mr Lawrence LP @MondoConAustin https://t.co/nCqj1ziCUW,"Los Angeles, CA",,CA
"Nicolas Winding Refn Presents: ""Merry Christmas Mr. Lawrence"" by @ryuichisakamoto on vinyl!https://t.co/Un3VpY4BDR https://t.co/U5QaFgy3FC","Los Angeles, CA","Los Angeles, CA",CA
"@jazmine_joyner @RosieMarx @JimVejvoda @ScottCollura @TheMattFowler @clydetombaugh @TheEricGoldman @DevonESawa @jowrotethis @megsokay @DoctoroftheDead @Phil_Pirrello @benyoon @AhmadChildress @evildorina @WilliamBibbiani @WitneySeibold @ShowbizSimon @johnnyp313 @momcomics @michelledeidre @Ashtrophysicist @TanekaStotts @CeeJayeWrites @dogunderwater Princess MononokeMasters of the UniverseMiller's Crossing 3 films. 5 tags. No explanations. @chuckspear @WildHero76 @verygoodnana @SeanEZilke @LochNessLives","Los Angeles, CA",,CA
The Coen Brothers: The Postmodern Films - Miller's Crossing (The Directors Series): https://t.co/tDQHQnjWbk via @YouTube,"Los Angeles, CA",,CA
"Based on Michael's above picture, did no one get the Miller's Crossing reference? Coen Brothers! #the100 @MikeABeach @cwthe100","Los Angeles, CA",,CA
"We're remaking MILLER'S CROSSING with Pike and Kane, huh? #The100 @MikeABeach @cwthe100","Los Angeles, CA",,CA
"â€œ@danielstrauss: @jeffblim4ever @LaurenLopez1 @NickLangTweets miller's crossing?â€ù Gold Diggers, yo.  Gold Diggers.","Los Angeles, CA",,CA
"Three movies that influence S2 will be Fargo, Millerâ€™s Crossing, and The Man Who Wasnâ€™t There. #TCA14","Los Angeles, CA",,CA
The depths of John Turturro's piece-of-shitness in MILLER'S CROSSING is truly awe inspiring.,"Los Angeles, CA",,CA
"If I taught a screenwriting class it would be Film Crit Hulk's book, something about format, and then we'd watch ""Miller's Crossing"" a bunch","Los Angeles, CA",,CA
MILLER'S CROSSING is on Netflix Instant now. Meaning those of you who haven't seen it yet have no excuse now.,"Los Angeles, CA",,CA
"Meeting the bros tonight to scarf wings, pound brews, and high-five while talking about how hot Marcia Gay Harden was in Miller's Crossing.","Los Angeles, CA",,CA
"Gabriel Byrne, John Turturro and Albert Finney in the Coen Brothers' MILLER'S CROSSING released on this day in 1990. http://t.co/8tqVgqsB","Los Angeles, CA",,CA
"the problem w mona lisa smile is that you do get the sense while watching it that if small changes had been made to the script it could be a better movie than it is and this distracts you from the fact that it is still better than most movies, as most movies are, to be clear, bad","Los Angeles, CA",,CA
Mona Lisa Smile is such an important movie for young women _Ÿ’•,"Los Angeles, CA",,CA
Bet you completely forgot about the movie Mona Lisa Smile until I mentioned it just now.,"Los Angeles, CA",,CA
"KATNISS: You can torture us and bomb us and burn our districts to the ground. But do you see that? Fire is catching... See @arden_cho star as Katniss Everdeen in The Hunger Games: Mockingjay!#SeeAsAmStar uses Deepfake tech to bring Asian American movie stars to life!#APAHM https://t.co/QCwLdA349C","Los Angeles, CA",,CA
Today's #lootvault #DailyDeal: THE HUNGER GAMES PART 2 GOLD MOCKINGJAY PIN ON SALE NOW thru 10am Pacific tomorrow! https://t.co/RI35PGNT8e https://t.co/od0SwDHRw2,"Los Angeles, CA",,CA
â€œThe Hunger Games: Mockingjay â€“ Part 2â€ù Debuts Atop Disc Charts https://t.co/5bySbqBJvZ,"Los Angeles, CA",,CA
â€˜The Hunger Games: Mockingjay Part 2â€™ Fan Event Interviews https://t.co/Y7RxNUVObE,"Los Angeles, CA",,CA
About to watch The Hunger Games: Mockingjay Part 2. Then Brittany &amp; I will fight to the death to see who gets the comforter in bed tonight.,"Los Angeles, CA",,CA
Stef Dawson and Bruno Gunn on farvorite moments of The Hunger Games Mockingjay: https://t.co/oPBhQOpK08 via @YouTube,"Los Angeles, CA",,CA
"Having a movie night to watch The Love Witch with some friends _Ÿê±âœ¨_Ÿ”®_Ÿ—¡_ŸŒ— and would u believe it, it just so happens to be @msrobinsun's birthday. Divine. https://t.co/TZQnSa3HVS","Los Angeles, CA",,CA
"Dedicating this #femalefilmmakerfriday to THE LOVE WITCH director and @ucla alumna @missannabiller, whose 16mm and 35mm works are now on deposit at the Archive in shiny new film cansâœ¨ https://t.co/yGYBaRgeKw","Los Angeles, CA",,CA
"To set the record straight due to slander:  the crew on THE LOVE WITCH was non-union but they were paid fairly using union rules for overtime and turnaround. Some were great, others tried to sabotage. The sabotaging ones were in a position to to destroy what we were doing.","Los Angeles, CA",,CA
